"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MEX","Mexico","2014","2014",81.62613,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MEX","Mexico","2015","2015",81.57868,,
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","MEX","Mexico","2016","2016",83.09442,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40042","Lower middle income countries","2012","2012",81.40402,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40042","Lower middle income countries","2013","2013",81.68749,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40042","Lower middle income countries","2014","2014",82.1138,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40042","Lower middle income countries","2015","2015",82.49906,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","40042","Lower middle income countries","2016","2016",82.82063,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2012","2012",97.76923,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2013","2013",98.25252,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2014","2014",98.04481,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2015","2015",98.03096,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","DOM","Dominican Republic","2016","2016",98.86737,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","IDN","Indonesia","2014","2014",0.88271,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","IDN","Indonesia","2015","2015",0.72003,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","IDN","Indonesia","2016","2016",0.73464,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GAB","Gabon","2012","2012",87.38959,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SUR","Suriname","2012","2012",97.6679,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","LAO","Lao People's Democratic Republic","2015","2015",0.59832,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2012","2012",98.77316,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2013","2013",98.57941,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2014","2014",99.01074,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2015","2015",99.33717,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2016","2016",98.9792,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40535","South and West Asia","2012","2012",69.06063,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40535","South and West Asia","2013","2013",69.62693,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40535","South and West Asia","2014","2014",70.38226,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40535","South and West Asia","2015","2015",71.05715,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","40535","South and West Asia","2016","2016",71.76009,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","BWA","Botswana","2014","2014",1.03606,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","SRB","Serbia","2016","2016",98.84151,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","THA","Thailand","2013","2013",98.65491,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","THA","Thailand","2015","2015",98.29299,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PER","Peru","2012","2012",98.67575,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PER","Peru","2014","2014",98.78966,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PER","Peru","2015","2015",98.7729,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PER","Peru","2016","2016",98.6722,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","ZAF","South Africa","2012","2012",0.97496,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","ZAF","South Africa","2014","2014",0.97677,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","ZAF","South Africa","2015","2015",0.97916,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","NER","Niger","2012","2012",31.64391,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KWT","Kuwait","2012","2012",94.96525,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KWT","Kuwait","2013","2013",94.30116,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KWT","Kuwait","2015","2015",94.47005,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","KWT","Kuwait","2017","2017",94.82577,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KHM","Cambodia","2014","2014",78.05509,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","KHM","Cambodia","2015","2015",80.52649,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","COD","Democratic Republic of the Congo","2012","2012",47.83542,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","COD","Democratic Republic of the Congo","2016","2016",47.97039,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TJK","Tajikistan","2014","2014",99.8,"‡","UIS Estimation"
"LR_AG65T99_M","Elderly literacy rate, population 65+ years, male (%)","GNB","Guinea-Bissau","2014","2014",37.6826,"‡","UIS Estimation"
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","URY","Uruguay","2012","2012",98.66055,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","URY","Uruguay","2013","2013",98.63643,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","URY","Uruguay","2014","2014",98.80905,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","URY","Uruguay","2015","2015",98.86746,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","URY","Uruguay","2016","2016",98.84915,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","URY","Uruguay","2017","2017",98.96391,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","NCL","New Caledonia","2014","2014",97.8,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MMR","Myanmar","2016","2016",84.75116,"‡","UIS Estimation"
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MAC","China, Macao Special Administrative Region","2016","2016",81.20001,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","JAM","Jamaica","2014","2014",98.8,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SVN","Slovenia","2014","2014",99.8,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","STP","Sao Tome and Principe","2012","2012",96.35088,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","GUY","Guyana","2014","2014",86.31438,"‡","UIS Estimation"
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","KWT","Kuwait","2012","2012",0.99088,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","KWT","Kuwait","2013","2013",0.97869,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","KWT","Kuwait","2015","2015",0.98006,,
"LR_AG15T99_GPI","Adult literacy rate, population 15+ years, gender parity index (GPI)","KWT","Kuwait","2017","2017",0.98065,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","UZB","Uzbekistan","2013","2013",1,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","UZB","Uzbekistan","2014","2014",1,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","UZB","Uzbekistan","2015","2015",1,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","UZB","Uzbekistan","2016","2016",1,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CIV","Côte d'Ivoire","2012","2012",40.98163,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","CIV","Côte d'Ivoire","2014","2014",43.90842,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SLV","El Salvador","2013","2013",89.23501,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SLV","El Salvador","2015","2015",90.00994,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","SLV","El Salvador","2016","2016",90.29927,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","RWA","Rwanda","2012","2012",13.20081,,
"LR_AG65T99_F","Elderly literacy rate, population 65+ years, female (%)","RWA","Rwanda","2014","2014",10.50422,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MDV","Maldives","2014","2014",99.08133,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","ESP","Spain","2012","2012",0.94887,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","ESP","Spain","2013","2013",0.95243,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","ESP","Spain","2014","2014",0.95554,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","ESP","Spain","2015","2015",0.95537,,
"LR_AG65T99_GPI","Elderly literacy rate, population 65+ years, gender parity index (GPI)","ESP","Spain","2016","2016",0.95997,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","LKA","Sri Lanka","2016","2016",1.00542,,
"LR_AG15T24_GPI","Youth literacy rate, population 15-24 years, gender parity index (GPI)","LKA","Sri Lanka","2017","2017",1.00612,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","JAM","Jamaica","2014","2014",66.6,"‡","UIS Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","JOR","Jordan","2012","2012",97.89032,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRN","Iran (Islamic Republic of)","2012","2012",98.33392,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRN","Iran (Islamic Republic of)","2013","2013",98.10902,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRN","Iran (Islamic Republic of)","2014","2014",98.19154,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRN","Iran (Islamic Republic of)","2016","2016",98.26797,,
"LR_AG65T99","Elderly literacy rate, population 65+ years, both sexes (%)","MTQ","Martinique","2014","2014",88.1,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UGA","Uganda","2012","2012",83.65888,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","TGO","Togo","2015","2015",51.24178,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","MDA","Republic of Moldova","2012","2012",99.13831,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40535","South and West Asia","2012","2012",89.153,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40535","South and West Asia","2013","2013",89.45795,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40535","South and West Asia","2014","2014",89.88867,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40535","South and West Asia","2015","2015",90.29884,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","40535","South and West Asia","2016","2016",90.69119,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COL","Colombia","2014","2014",98.10671,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COL","Colombia","2015","2015",98.15518,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","COL","Colombia","2016","2016",98.31204,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","MOZ","Mozambique","2015","2015",70.75839,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PSE","Palestine","2012","2012",93.56538,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PSE","Palestine","2013","2013",94.12609,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PSE","Palestine","2014","2014",94.40729,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PSE","Palestine","2015","2015",94.85377,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","PSE","Palestine","2016","2016",95.20791,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","LAO","Lao People's Democratic Republic","2015","2015",84.66104,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUR","Turkey","2012","2012",94.91975,"+","National Estimation"
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUR","Turkey","2013","2013",95.25666,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUR","Turkey","2014","2014",95.43963,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUR","Turkey","2015","2015",95.60142,,
"LR_AG15T99","Adult literacy rate, population 15+ years, both sexes (%)","TUR","Turkey","2016","2016",96.16733,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","CHL","Chile","2013","2013",96.16175,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","CHL","Chile","2015","2015",96.74396,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","IDN","Indonesia","2014","2014",96.79101,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","IDN","Indonesia","2015","2015",97.10652,,
"LR_AG15T99_M","Adult literacy rate, population 15+ years, male (%)","IDN","Indonesia","2016","2016",97.17444,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","BTN","Bhutan","2012","2012",48.01656,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2012","2012",99.64105,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2013","2013",99.69463,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2014","2014",99.75731,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2015","2015",99.61875,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ESP","Spain","2016","2016",99.63757,,
"LR_AG15T99_F","Adult literacy rate, population 15+ years, female (%)","MUS","Mauritius","2012","2012",88.97935,,
